Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,max_bond_arcs,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs,places_to_stop,Rules_x,bond_mode,Count,Execution Time (s),Conflicts,Choices,Restarts,Backjumps,Rules_y,Atoms,Models,Eliminated Vars,Horizon,Status,FailPhase,Mode,log_Rules,log_Conflicts,R1,R2,R3,R4,R5,R6,R7,R8,R9,R_total,Region
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_0.lp,10,11,12,15,1.5,1.2,"{'R1': 2, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 2, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.034,152.0,1687.0,0.0,152.0,8301.0,4264.0,10.0,0.0,10,SAT,,Forward,3.9191304138606142,2.1818435879447726,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,12.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_1.lp,10,11,11,11,1.1,1.1,"{'R1': 1, 'R2': 5, 'R3': 2, 'R4': 0, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.027,56.0,528.0,0.0,55.0,6558.0,3517.0,10.0,0.0,10,SAT,,Forward,3.8167714123333463,1.7481880270062005,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_10.lp,10,10,10,16,1.6,1.0,"{'R1': 0, 'R2': 3, 'R3': 3, 'R4': 2, 'R5': 2, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.025,66.0,263.0,0.0,56.0,6602.0,3659.0,10.0,0.0,10,SAT,,Forward,3.8196755199942927,1.8195439355418688,0.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,11.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_11.lp,10,14,15,15,1.5,1.5,"{'R1': 1, 'R2': 1, 'R3': 5, 'R4': 1, 'R5': 4, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,48.0,233.0,0.0,48.0,7963.0,4116.0,10.0,0.0,10,SAT,,Forward,3.901076715726255,1.6812412373755872,1.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,14.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_12.lp,10,10,10,11,1.1,1.0,"{'R1': 2, 'R2': 3, 'R3': 2, 'R4': 1, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.027,166.0,1597.0,0.0,165.0,5897.0,3174.0,10.0,0.0,10,SAT,,Forward,3.7706311277778064,2.220108088040055,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_13.lp,10,8,8,10,1.0,0.8,"{'R1': 0, 'R2': 4, 'R3': 2, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.022,83.0,472.0,0.0,83.0,5001.0,2804.0,6.0,0.0,10,SAT,,Forward,3.699056854547668,1.919078092376074,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_14.lp,10,13,13,15,1.5,1.3,"{'R1': 0, 'R2': 6, 'R3': 1, 'R4': 1, 'R5': 1, 'R6': 4, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.029,121.0,715.0,0.0,121.0,7504.0,3950.0,10.0,0.0,10,SAT,,Forward,3.875292825371008,2.0827853703164503,0.0,6.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,13.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_15.lp,10,12,12,16,1.6,1.2,"{'R1': 2, 'R2': 4, 'R3': 0, 'R4': 2, 'R5': 2, 'R6': 3, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,205.0,1685.0,0.0,205.0,7150.0,3799.0,10.0,0.0,10,SAT,,Forward,3.8543060418010806,2.311753861055754,2.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,13.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_16.lp,10,7,7,12,1.2,0.7,"{'R1': 2, 'R2': 2, 'R3': 1, 'R4': 3, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.025,86.0,491.0,0.0,83.0,6009.0,3278.0,10.0,0.0,10,SAT,,Forward,3.7788022040132385,1.9344984512435677,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_17.lp,10,10,10,10,1.0,1.0,"{'R1': 3, 'R2': 2, 'R3': 3, 'R4': 0, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.025,68.0,410.0,0.0,68.0,6074.0,3279.0,10.0,0.0,10,SAT,,Forward,3.7834747875822465,1.8325089127062364,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_18.lp,10,9,9,16,1.6,0.9,"{'R1': 3, 'R2': 1, 'R3': 1, 'R4': 3, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.027,117.0,1247.0,0.0,117.0,6009.0,3283.0,10.0,0.0,10,SAT,,Forward,3.7788022040132385,2.0681858617461617,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_19.lp,10,8,9,13,1.3,0.9,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 3, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,6.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.026,39.0,308.0,0.0,39.0,7322.0,4055.0,2.0,0.0,10,SAT,,Forward,3.8646297245455123,1.591064607026499,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_2.lp,10,16,16,19,1.9,1.6,"{'R1': 1, 'R2': 3, 'R3': 3, 'R4': 1, 'R5': 5, 'R6': 3, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.025,50.0,678.0,0.0,50.0,5899.0,3164.0,10.0,0.0,10,SAT,,Forward,3.7707783961691477,1.6989700043360187,1.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,16.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_20.lp,10,14,14,14,1.4,1.4,"{'R1': 2, 'R2': 2, 'R3': 4, 'R4': 0, 'R5': 3, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.034,169.0,2648.0,0.0,165.0,7819.0,4059.0,10.0,0.0,10,SAT,,Forward,3.893151213129866,2.2278867046136734,2.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,13.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_21.lp,10,13,13,13,1.3,1.3,"{'R1': 2, 'R2': 4, 'R3': 2, 'R4': 0, 'R5': 2, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,111.0,1532.0,0.0,111.0,7310.0,3806.0,10.0,0.0,10,SAT,,Forward,3.8639173769578603,2.0453229787866576,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_22.lp,10,13,13,13,1.3,1.3,"{'R1': 3, 'R2': 2, 'R3': 3, 'R4': 0, 'R5': 2, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.027,204.0,910.0,0.0,204.0,7516.0,3882.0,10.0,0.0,10,SAT,,Forward,3.875986771428488,2.3096301674258988,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_23.lp,10,12,15,15,1.5,1.5,"{'R1': 2, 'R2': 1, 'R3': 4, 'R4': 1, 'R5': 2, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.028,45.0,93.0,0.0,45.0,7538.0,3990.0,10.0,0.0,10,SAT,,Forward,3.877256133113586,1.6532125137753437,2.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,12.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_24.lp,10,9,10,11,1.1,1.0,"{'R1': 2, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.024,26.0,157.0,0.0,6.0,6326.0,3569.0,2.0,0.0,10,SAT,,Forward,3.801129187579704,1.414973347970818,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_25.lp,10,14,14,16,1.6,1.4,"{'R1': 2, 'R2': 2, 'R3': 3, 'R4': 1, 'R5': 3, 'R6': 3, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.034,296.0,1952.0,0.0,295.0,8259.0,4274.0,10.0,0.0,10,SAT,,Forward,3.9169274661129925,2.4712917110589387,2.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,14.0,Search-hard
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_26.lp,10,10,11,17,1.7,1.1,"{'R1': 1, 'R2': 1, 'R3': 3, 'R4': 3, 'R5': 3, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.025,35.0,405.0,0.0,35.0,6210.0,3403.0,10.0,0.0,10,SAT,,Forward,3.79309160017658,1.5440680443502757,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_27.lp,10,11,13,12,1.2,1.3,"{'R1': 3, 'R2': 3, 'R3': 1, 'R4': 1, 'R5': 2, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,96.0,303.0,0.0,96.0,7731.0,3961.0,10.0,0.0,10,SAT,,Forward,3.888235673270567,1.9822712330395684,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_28.lp,10,12,12,12,1.2,1.2,"{'R1': 3, 'R2': 4, 'R3': 1, 'R4': 0, 'R5': 1, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,139.0,712.0,0.0,122.0,7018.0,3720.0,10.0,0.0,10,SAT,,Forward,3.846213363879387,2.143014800254095,3.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_29.lp,10,7,7,9,0.9,0.7,"{'R1': 1, 'R2': 2, 'R3': 3, 'R4': 2, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.021,34.0,226.0,0.0,33.0,4741.0,2709.0,10.0,0.0,10,SAT,,Forward,3.6758699553189564,1.5314789170422551,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_3.lp,10,9,9,10,1.0,0.9,"{'R1': 3, 'R2': 3, 'R3': 1, 'R4': 1, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.021,12.0,14.0,0.0,12.0,5378.0,2955.0,5.0,0.0,10,SAT,,Forward,3.730620797887283,1.0791812460476249,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_30.lp,10,12,12,12,1.2,1.2,"{'R1': 2, 'R2': 2, 'R3': 4, 'R4': 0, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.028,114.0,1839.0,0.0,101.0,6839.0,3591.0,10.0,0.0,10,SAT,,Forward,3.83499260373303,2.0569048513364727,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_31.lp,10,15,15,18,1.8,1.5,"{'R1': 0, 'R2': 3, 'R3': 4, 'R4': 1, 'R5': 5, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.036,288.0,1321.0,0.0,288.0,8727.0,4572.0,10.0,0.0,10,SAT,,Forward,3.9408649759667216,2.459392487759231,0.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,15.0,Search-hard
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_32.lp,10,9,11,15,1.5,1.1,"{'R1': 2, 'R2': 2, 'R3': 1, 'R4': 3, 'R5': 2, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.021,79.0,472.0,0.0,75.0,5052.0,2843.0,10.0,0.0,10,SAT,,Forward,3.703463341883293,1.8976270912904414,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,11.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_33.lp,10,9,11,17,1.7,1.1,"{'R1': 0, 'R2': 1, 'R3': 4, 'R4': 3, 'R5': 2, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,6.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.023,37.0,181.0,0.0,12.0,6087.0,3515.0,3.0,0.0,10,SAT,,Forward,3.7844033017530085,1.568201724066995,0.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,11.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_34.lp,10,6,7,9,0.9,0.7,"{'R1': 3, 'R2': 1, 'R3': 1, 'R4': 3, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.026,79.0,1250.0,0.0,76.0,5882.0,3160.0,10.0,0.0,10,SAT,,Forward,3.7695250201710504,1.8976270912904414,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_35.lp,10,6,7,9,0.9,0.7,"{'R1': 3, 'R2': 1, 'R3': 1, 'R4': 3, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.028,53.0,214.0,0.0,53.0,7379.0,3898.0,10.0,0.0,10,SAT,,Forward,3.867997510344951,1.724275869600789,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_36.lp,10,14,14,14,1.4,1.4,"{'R1': 1, 'R2': 3, 'R3': 4, 'R4': 0, 'R5': 3, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,212.0,1331.0,0.0,208.0,7807.0,4036.0,10.0,0.0,10,SAT,,Forward,3.8924841793646876,2.326335860928751,1.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,13.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_37.lp,10,13,13,14,1.4,1.3,"{'R1': 1, 'R2': 4, 'R3': 2, 'R4': 1, 'R5': 3, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.027,14.0,25.0,0.0,14.0,7416.0,3788.0,6.0,0.0,10,SAT,,Forward,3.8701697211364405,1.146128035678238,1.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,13.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_38.lp,10,8,8,9,0.9,0.8,"{'R1': 3, 'R2': 1, 'R3': 3, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.022,134.0,732.0,0.0,117.0,5304.0,2987.0,10.0,0.0,10,SAT,,Forward,3.7246035153967165,2.1271047983648077,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_39.lp,10,11,11,12,1.2,1.1,"{'R1': 2, 'R2': 2, 'R3': 3, 'R4': 1, 'R5': 0, 'R6': 3, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.028,205.0,1488.0,0.0,205.0,6518.0,3468.0,10.0,0.0,10,SAT,,Forward,3.8141143561291253,2.311753861055754,2.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_4.lp,10,17,17,17,1.7,1.7,"{'R1': 1, 'R2': 4, 'R3': 3, 'R4': 0, 'R5': 6, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.038,221.0,2003.0,0.0,221.0,9512.0,4735.0,10.0,0.0,10,SAT,,Forward,3.9782718416106353,2.3443922736851106,1.0,4.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,16.0,Search-hard
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_40.lp,10,10,11,11,1.1,1.1,"{'R1': 3, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.028,76.0,622.0,0.0,75.0,6871.0,3651.0,10.0,0.0,10,SAT,,Forward,3.837019948540908,1.8808135922807914,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_41.lp,10,8,9,11,1.1,0.9,"{'R1': 2, 'R2': 1, 'R3': 2, 'R4': 3, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.032,96.0,266.0,0.0,96.0,8301.0,4319.0,10.0,0.0,10,SAT,,Forward,3.9191304138606142,1.9822712330395684,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_42.lp,10,10,10,11,1.1,1.0,"{'R1': 4, 'R2': 2, 'R3': 1, 'R4': 1, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.025,64.0,487.0,0.0,64.0,5881.0,3160.0,10.0,0.0,10,SAT,,Forward,3.7694511794020378,1.806179973983887,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_43.lp,10,10,10,10,1.0,1.0,"{'R1': 2, 'R2': 3, 'R3': 3, 'R4': 0, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.027,177.0,1829.0,0.0,176.0,5909.0,3175.0,10.0,0.0,10,SAT,,Forward,3.7715139899796664,2.247973266361807,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_44.lp,10,9,10,11,1.1,1.0,"{'R1': 1, 'R2': 2, 'R3': 3, 'R4': 2, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.024,52.0,941.0,0.0,51.0,5839.0,3242.0,10.0,0.0,10,SAT,,Forward,3.7663384752512874,1.7160033436347992,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,Easy
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_45.lp,10,8,8,10,1.0,0.8,"{'R1': 4, 'R2': 2, 'R3': 0, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.021,107.0,453.0,0.0,103.0,4926.0,2740.0,10.0,0.0,10,SAT,,Forward,3.6924944075030846,2.0293837776852097,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,Other
/RESULTS_simple/places_to_stop/10/r1_r2_r3_r4_r5_r6/no_bonds/token_types_20/randomPN_46.lp,10,12,12,12,1.2,1.2,"{'R1': 1, 'R2': 3, 'R3': 4, 'R4': 0, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",20,0,0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,10,r1_r2_r3_r4_r5_r6,no_bonds,20,0.03,99.0,963.0,0.0,91.0,6990.0,3695.0,10.0,0.0,10,SAT,,Forward,3.8444771757456815,1.99563519459755,1.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,Other
