Region,R1,R2,R3,R4,R5,R6,R7,R8,R9,R_total
Combined-hard,14.551839464882944,14.759197324414716,14.856187290969899,8.511705685618729,9.354515050167224,5.6923076923076925,1.0735785953177257,1.3076923076923077,1.160535117056856,71.2675585284281
Easy,2.1246819338422394,2.4707379134860052,2.791348600508906,1.4732824427480915,1.2900763358778626,0.7073791348600509,0.38676844783715014,0.35877862595419846,0.35368956743002544,11.95674300254453
Grounding-hard,12.744186046511627,13.30813953488372,13.38953488372093,9.284883720930232,9.46124031007752,6.887596899224806,3.187984496124031,3.4205426356589146,3.3197674418604652,75.00387596899225
Other,8.81542699724518,9.246556473829202,9.225206611570249,4.132575757575758,3.9703856749311295,2.423898071625344,0.8605371900826446,0.9018595041322314,0.9004820936639119,40.47692837465565
Search-hard,7.887587822014051,8.358313817330211,8.576112412177986,1.449648711943794,1.5644028103044496,0.667447306791569,0.08899297423887588,0.09133489461358314,0.07962529274004684,28.763466042154565
